track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
2,113,11300,car,949.828,990.359,-3.309,0.22,3.075,4.69,1.79
3,1,100,car,988.766,987.691,-6.134,-0.769,-3.017,4.99,1.85
3,2,200,car,988.152,987.624,-6.149,-0.734,-3.023,4.99,1.85
3,3,300,car,987.535,987.561,-6.172,-0.697,-3.029,4.99,1.85
3,4,400,car,986.917,987.502,-6.202,-0.656,-3.036,4.99,1.85
3,5,500,car,986.295,987.449,-6.239,-0.611,-3.044,4.99,1.85
3,6,600,car,985.67,987.401,-6.285,-0.563,-3.052,4.99,1.85
3,7,700,car,985.04,987.359,-6.338,-0.512,-3.061,4.99,1.85
3,8,800,car,984.404,987.322,-6.397,-0.457,-3.07,4.99,1.85
3,9,900,car,983.763,987.292,-6.463,-0.4,-3.08,4.99,1.85
3,10,1000,car,983.116,987.268,-6.533,-0.34,-3.09,4.99,1.85
3,11,1100,car,982.462,987.25,-6.606,-0.277,-3.1,4.99,1.85
3,12,1200,car,981.801,987.238,-6.68,-0.213,-3.11,4.99,1.85
3,13,1300,car,981.132,987.233,-6.752,-0.149,-3.12,4.99,1.85
3,14,1400,car,980.457,987.233,-6.821,-0.085,-3.129,4.99,1.85
3,15,1500,car,979.775,987.24,-6.885,-0.023,-3.138,4.99,1.85
3,16,1600,car,979.086,987.251,-6.943,0.036,3.136,4.99,1.85
3,17,1700,car,978.392,987.268,-6.993,0.092,3.128,4.99,1.85
3,18,1800,car,977.693,987.289,-7.034,0.143,3.121,4.99,1.85
3,19,1900,car,976.99,987.314,-7.066,0.188,3.115,4.99,1.85
3,20,2000,car,976.283,987.342,-7.089,0.228,3.109,4.99,1.85
3,21,2100,car,975.574,987.372,-7.102,0.263,3.105,4.99,1.85
3,22,2200,car,974.864,987.405,-7.105,0.292,3.101,4.99,1.85
3,23,2300,car,974.154,987.44,-7.099,0.316,3.097,4.99,1.85
3,24,2400,car,973.444,987.477,-7.083,0.336,3.094,4.99,1.85
3,25,2500,car,972.736,987.514,-7.058,0.352,3.092,4.99,1.85
3,26,2600,car,972.03,987.553,-7.023,0.366,3.09,4.99,1.85
3,27,2700,car,971.328,987.593,-6.979,0.377,3.088,4.99,1.85
3,28,2800,car,970.63,987.633,-6.927,0.386,3.086,4.99,1.85
3,29,2900,car,969.938,987.674,-6.865,0.395,3.084,4.99,1.85
3,30,3000,car,969.251,987.717,-6.796,0.403,3.082,4.99,1.85
3,31,3100,car,968.572,987.76,-6.718,0.41,3.081,4.99,1.85
3,32,3200,car,967.9,987.804,-6.634,0.417,3.079,4.99,1.85
3,33,3300,car,967.237,987.849,-6.544,0.425,3.077,4.99,1.85
3,34,3400,car,966.583,987.895,-6.449,0.432,3.075,4.99,1.85
3,35,3500,car,965.938,987.941,-6.35,0.438,3.073,4.99,1.85
3,36,3600,car,965.303,987.989,-6.249,0.445,3.071,4.99,1.85
3,37,3700,car,964.679,988.037,-6.145,0.451,3.068,4.99,1.85
3,38,3800,car,964.064,988.085,-6.039,0.456,3.066,4.99,1.85
3,39,3900,car,963.461,988.134,-5.933,0.461,3.064,4.99,1.85
3,40,4000,car,962.868,988.184,-5.826,0.464,3.062,4.99,1.85
3,41,4100,car,962.285,988.233,-5.72,0.467,3.06,4.99,1.85
3,42,4200,car,961.714,988.283,-5.614,0.469,3.058,4.99,1.85
3,43,4300,car,961.152,988.333,-5.509,0.469,3.057,4.99,1.85
3,44,4400,car,960.602,988.382,-5.404,0.468,3.055,4.99,1.85
3,45,4500,car,960.062,988.431,-5.299,0.467,3.054,4.99,1.85
3,46,4600,car,959.532,988.48,-5.194,0.464,3.052,4.99,1.85
3,47,4700,car,959.013,988.528,-5.088,0.46,3.051,4.99,1.85
3,48,4800,car,958.504,988.575,-4.982,0.455,3.05,4.99,1.85
3,49,4900,car,958.006,988.622,-4.873,0.45,3.05,4.99,1.85
3,50,5000,car,957.519,988.668,-4.762,0.443,3.049,4.99,1.85
3,51,5100,car,957.042,988.713,-4.648,0.435,3.048,4.99,1.85
3,52,5200,car,956.578,988.758,-4.531,0.427,3.048,4.99,1.85
3,53,5300,car,956.125,988.801,-4.41,0.417,3.047,4.99,1.85
3,54,5400,car,955.684,988.843,-4.287,0.407,3.047,4.99,1.85
3,55,5500,car,955.255,988.885,-4.16,0.397,3.047,4.99,1.85
3,56,5600,car,954.839,988.925,-4.032,0.386,3.046,4.99,1.85
3,57,5700,car,954.436,988.964,-3.904,0.374,3.046,4.99,1.85
3,58,5800,car,954.045,989.001,-3.776,0.363,3.046,4.99,1.85
3,59,5900,car,953.668,989.038,-3.65,0.352,3.046,4.99,1.85
3,60,6000,car,953.303,989.073,-3.529,0.341,3.045,4.99,1.85
3,61,6100,car,952.95,989.108,-3.415,0.33,3.045,4.99,1.85
3,62,6200,car,952.609,989.141,-3.309,0.321,3.045,4.99,1.85
3,63,6300,car,952.278,989.173,-3.213,0.312,3.045,4.99,1.85
3,64,6400,car,951.957,989.205,-3.129,0.304,3.045,4.99,1.85
3,65,6500,car,951.644,989.235,-3.057,0.298,3.044,4.99,1.85
3,66,6600,car,951.338,989.265,-2.998,0.293,3.044,4.99,1.85
3,67,6700,car,951.038,989.295,-2.953,0.289,3.044,4.99,1.85
3,68,6800,car,950.743,989.324,-2.92,0.286,3.044,4.99,1.85
3,69,6900,car,950.451,989.353,-2.899,0.285,3.044,4.99,1.85
3,70,7000,car,950.161,989.382,-2.887,0.284,3.044,4.99,1.85
3,71,7100,car,949.872,989.411,-2.883,0.284,3.043,4.99,1.85
3,72,7200,car,949.584,989.439,-2.883,0.285,3.043,4.99,1.85
4,27,2700,car,997.512,1014.566,0.526,0.628,-2.268,5.68,2.14
4,28,2800,car,997.599,1014.564,0.551,0.647,-2.276,5.68,2.14
4,29,2900,car,997.678,1014.597,0.566,0.667,-2.274,5.68,2.14
4,30,3000,car,997.754,1014.644,0.573,0.685,-2.267,5.68,2.14
4,31,3100,car,997.831,1014.696,0.574,0.699,-2.258,5.68,2.14
4,32,3200,car,997.908,1014.749,0.57,0.709,-2.248,5.68,2.14
4,33,3300,car,997.985,1014.803,0.56,0.712,-2.237,5.68,2.14
4,34,3400,car,998.062,1014.857,0.544,0.709,-2.225,5.68,2.14
4,35,3500,car,998.138,1014.911,0.524,0.701,-2.212,5.68,2.14
4,36,3600,car,998.211,1014.964,0.5,0.687,-2.2,5.68,2.14
4,37,3700,car,998.282,1015.017,0.473,0.669,-2.187,5.68,2.14
4,38,3800,car,998.35,1015.068,0.445,0.646,-2.174,5.68,2.14
4,39,3900,car,998.414,1015.118,0.415,0.62,-2.161,5.68,2.14
4,40,4000,car,998.475,1015.166,0.385,0.591,-2.148,5.68,2.14
4,41,4100,car,998.531,1015.214,0.354,0.558,-2.136,5.68,2.14
4,42,4200,car,998.583,1015.259,0.323,0.523,-2.124,5.68,2.14
4,43,4300,car,998.631,1015.302,0.293,0.486,-2.113,5.68,2.14
4,44,4400,car,998.674,1015.344,0.263,0.447,-2.103,5.68,2.14
4,45,4500,car,998.713,1015.383,0.233,0.405,-2.093,5.68,2.14
4,46,4600,car,998.747,1015.419,0.204,0.36,-2.085,5.68,2.14
4,47,4700,car,998.776,1015.453,0.174,0.313,-2.078,5.68,2.14
4,48,4800,car,998.8,1015.484,0.144,0.264,-2.071,5.68,2.14
4,49,4900,car,998.82,1015.512,0.114,0.212,-2.066,5.68,2.14
4,50,5000,car,998.834,1015.536,0.085,0.158,-2.061,5.68,2.14
4,51,5100,car,998.843,1015.556,0.056,0.105,-2.057,5.68,2.14
4,52,5200,car,998.836,1015.575,0.0,0.0,-2.054,5.68,2.14
4,53,5300,car,998.836,1015.575,0.0,0.0,-2.052,5.68,2.14
4,54,5400,car,998.836,1015.575,0.0,0.0,-2.051,5.68,2.14
4,55,5500,car,998.836,1015.575,0.0,0.0,-2.05,5.68,2.14
4,56,5600,car,998.829,1015.594,-0.063,-0.122,-2.05,5.68,2.14
4,57,5700,car,998.816,1015.589,-0.092,-0.176,-2.049,5.68,2.14
4,58,5800,car,998.799,1015.579,-0.121,-0.234,-2.049,5.68,2.14
4,59,5900,car,998.777,1015.564,-0.151,-0.29,-2.049,5.68,2.14
4,60,6000,car,998.751,1015.544,-0.177,-0.34,-2.049,5.68,2.14
4,61,6100,car,998.722,1015.518,-0.197,-0.38,-2.049,5.68,2.14
4,62,6200,car,998.691,1015.486,-0.209,-0.405,-2.048,5.68,2.14
4,63,6300,car,998.661,1015.449,-0.213,-0.413,-2.047,5.68,2.14
4,64,6400,car,998.632,1015.407,-0.208,-0.405,-2.045,5.68,2.14
4,65,6500,car,998.606,1015.361,-0.197,-0.387,-2.042,5.68,2.14
4,66,6600,car,998.586,1015.31,-0.188,-0.371,-2.039,5.68,2.14
4,67,6700,car,998.569,1015.255,-0.188,-0.377,-2.034,5.68,2.14
4,68,6800,car,998.556,1015.194,-0.212,-0.431,-2.029,5.68,2.14
4,69,6900,car,998.542,1015.124,-0.272,-0.561,-2.022,5.68,2.14
4,70,7000,car,998.519,1015.042,-0.377,-0.794,-2.014,5.68,2.14
4,71,7100,car,998.481,1014.939,-0.531,-1.146,-2.004,5.68,2.14
4,72,7200,car,998.422,1014.807,-0.72,-1.608,-1.992,5.68,2.14
4,73,7300,car,998.34,1014.633,-0.915,-2.147,-1.974,5.68,2.14
4,74,7400,car,998.245,1014.406,-1.064,-2.697,-1.947,5.68,2.14
4,75,7500,car,998.156,1014.121,-1.113,-3.17,-1.908,5.68,2.14
4,76,7600,car,998.094,1013.787,-1.036,-3.481,-1.86,5.68,2.14
4,77,7700,car,998.064,1013.425,-0.863,-3.581,-1.807,5.68,2.14
4,78,7800,car,998.055,1013.051,-0.66,-3.488,-1.758,5.68,2.14
4,79,7900,car,998.054,1012.674,-0.483,-3.273,-1.717,5.68,2.14
4,80,8000,car,998.055,1012.304,-0.355,-3.023,-1.688,5.68,2.14
4,81,8100,car,998.055,1011.948,-0.272,-2.806,-1.667,5.68,2.14
4,82,8200,car,998.055,1011.611,-0.219,-2.663,-1.653,5.68,2.14
4,83,8300,car,998.057,1011.292,-0.184,-2.606,-1.641,5.68,2.14
4,84,8400,car,998.062,1010.986,-0.158,-2.625,-1.631,5.68,2.14
4,85,8500,car,998.071,1010.685,-0.134,-2.701,-1.62,5.68,2.14
4,86,8600,car,998.083,1010.383,-0.112,-2.811,-1.611,5.68,2.14
4,87,8700,car,998.096,1010.076,-0.09,-2.933,-1.601,5.68,2.14
4,88,8800,car,998.109,1009.76,-0.07,-3.049,-1.594,5.68,2.14
4,89,8900,car,998.119,1009.437,-0.053,-3.148,-1.588,5.68,2.14
4,90,9000,car,998.125,1009.107,-0.041,-3.22,-1.584,5.68,2.14
4,91,9100,car,998.128,1008.774,-0.034,-3.263,-1.581,5.68,2.14
4,92,9200,car,998.128,1008.439,-0.032,-3.277,-1.581,5.68,2.14
4,93,9300,car,998.124,1008.105,-0.033,-3.262,-1.581,5.68,2.14
4,94,9400,car,998.118,1007.775,-0.036,-3.223,-1.582,5.68,2.14
4,95,9500,car,998.111,1007.45,-0.041,-3.164,-1.584,5.68,2.14
4,96,9600,car,998.102,1007.133,-0.045,-3.089,-1.585,5.68,2.14
4,97,9700,car,998.093,1006.823,-0.05,-3.001,-1.587,5.68,2.14
4,98,9800,car,998.084,1006.523,-0.053,-2.904,-1.589,5.68,2.14
4,99,9900,car,998.075,1006.233,-0.056,-2.799,-1.591,5.68,2.14
4,100,10000,car,998.066,1005.953,-0.058,-2.69,-1.592,5.68,2.14
4,101,10100,car,998.058,1005.684,-0.059,-2.577,-1.594,5.68,2.14
4,102,10200,car,998.049,1005.426,-0.059,-2.461,-1.595,5.68,2.14
4,103,10300,car,998.042,1005.18,-0.059,-2.344,-1.596,5.68,2.14
4,104,10400,car,998.034,1004.946,-0.058,-2.226,-1.597,5.68,2.14
4,105,10500,car,998.027,1004.723,-0.057,-2.108,-1.598,5.68,2.14
4,106,10600,car,998.02,1004.512,-0.055,-1.992,-1.599,5.68,2.14
4,107,10700,car,998.013,1004.313,-0.054,-1.877,-1.599,5.68,2.14
4,108,10800,car,998.007,1004.125,-0.052,-1.766,-1.6,5.68,2.14
4,109,10900,car,998.0,1003.949,-0.05,-1.659,-1.601,5.68,2.14
4,110,11000,car,997.994,1003.783,-0.048,-1.556,-1.602,5.68,2.14
4,111,11100,car,997.988,1003.627,-0.046,-1.459,-1.603,5.68,2.14
4,112,11200,car,997.982,1003.481,-0.045,-1.367,-1.603,5.68,2.14
4,113,11300,car,997.976,1003.345,-0.043,-1.281,-1.604,5.68,2.14
4,114,11400,car,997.97,1003.217,-0.041,-1.202,-1.605,5.68,2.14
4,115,11500,car,997.964,1003.097,-0.04,-1.128,-1.606,5.68,2.14
4,116,11600,car,997.958,1002.984,-0.039,-1.059,-1.607,5.68,2.14
4,117,11700,car,997.952,1002.878,-0.037,-0.996,-1.608,5.68,2.14
4,118,11800,car,997.946,1002.779,-0.036,-0.936,-1.609,5.68,2.14
4,119,11900,car,997.94,1002.685,-0.035,-0.879,-1.61,5.68,2.14
4,120,12000,car,997.935,1002.597,-0.033,-0.823,-1.611,5.68,2.14
4,121,12100,car,997.929,1002.515,-0.032,-0.767,-1.613,5.68,2.14
4,122,12200,car,997.923,1002.438,-0.03,-0.711,-1.614,5.68,2.14
4,123,12300,car,997.918,1002.367,-0.029,-0.653,-1.615,5.68,2.14
4,124,12400,car,997.913,1002.302,-0.027,-0.593,-1.616,5.68,2.14
4,125,12500,car,997.908,1002.243,-0.024,-0.532,-1.617,5.68,2.14
4,126,12600,car,997.904,1002.19,-0.022,-0.471,-1.618,5.68,2.14
4,127,12700,car,997.899,1002.143,-0.02,-0.41,-1.619,5.68,2.14
4,128,12800,car,997.895,1002.102,-0.017,-0.351,-1.619,5.68,2.14
4,129,12900,car,997.892,1002.067,-0.015,-0.297,-1.62,5.68,2.14
4,130,13000,car,997.889,1002.037,-0.012,-0.247,-1.621,5.68,2.14
4,131,13100,car,997.886,1002.013,-0.01,-0.202,-1.621,5.68,2.14
4,132,13200,car,997.884,1001.992,-0.008,-0.161,-1.622,5.68,2.14
4,133,13300,car,997.882,1001.976,-0.006,-0.122,-1.622,5.68,2.14
4,134,13400,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,135,13500,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,136,13600,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,137,13700,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,138,13800,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,139,13900,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,140,14000,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,141,14100,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,142,14200,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,143,14300,car,997.879,1001.956,0.0,0.0,-1.623,5.68,2.14
4,144,14400,car,997.876,1001.936,-0.007,-0.127,-1.623,5.68,2.14
4,145,14500,car,997.876,1001.923,-0.009,-0.165,-1.623,5.68,2.14
4,146,14600,car,997.875,1001.907,-0.011,-0.203,-1.624,5.68,2.14
4,147,14700,car,997.874,1001.886,-0.013,-0.243,-1.624,5.68,2.14
4,148,14800,car,997.872,1001.862,-0.015,-0.287,-1.624,5.68,2.14
4,149,14900,car,997.87,1001.833,-0.018,-0.335,-1.624,5.68,2.14
4,150,15000,car,997.868,1001.8,-0.021,-0.39,-1.624,5.68,2.14
4,151,15100,car,997.866,1001.761,-0.024,-0.452,-1.625,5.68,2.14
4,152,15200,car,997.863,1001.716,-0.028,-0.522,-1.625,5.68,2.14
4,153,15300,car,997.859,1001.664,-0.033,-0.602,-1.626,5.68,2.14
4,154,15400,car,997.855,1001.603,-0.038,-0.694,-1.626,5.68,2.14
4,155,15500,car,997.851,1001.534,-0.045,-0.798,-1.627,5.68,2.14
4,156,15600,car,997.845,1001.454,-0.052,-0.915,-1.627,5.68,2.14
4,157,15700,car,997.839,1001.363,-0.06,-1.046,-1.628,5.68,2.14
4,158,15800,car,997.832,1001.258,-0.069,-1.19,-1.629,5.68,2.14
4,159,15900,car,997.824,1001.14,-0.079,-1.346,-1.629,5.68,2.14
4,160,16000,car,997.815,1001.005,-0.09,-1.512,-1.63,5.68,2.14
4,161,16100,car,997.805,1000.854,-0.101,-1.687,-1.631,5.68,2.14
4,162,16200,car,997.793,1000.685,-0.114,-1.868,-1.631,5.68,2.14
4,163,16300,car,997.781,1000.498,-0.126,-2.051,-1.632,5.68,2.14
4,164,16400,car,997.768,1000.293,-0.137,-2.235,-1.632,5.68,2.14
4,165,16500,car,997.754,1000.069,-0.147,-2.416,-1.632,5.68,2.14
4,166,16600,car,997.741,999.827,-0.155,-2.591,-1.631,5.68,2.14
4,167,16700,car,997.729,999.568,-0.16,-2.761,-1.629,5.68,2.14
