track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P4,927,92700,pedestrian/bicycle,1046.493,972.418,1.536,0.044
P4,928,92800,pedestrian/bicycle,1046.647,972.422,1.547,0.022
P4,929,92900,pedestrian/bicycle,1046.802,972.423,1.556,0
P4,930,93000,pedestrian/bicycle,1046.958,972.422,1.559,-0.019
P4,931,93100,pedestrian/bicycle,1047.114,972.419,1.561,-0.034
P4,932,93200,pedestrian/bicycle,1047.27,972.415,1.566,-0.044
P4,933,93300,pedestrian/bicycle,1047.427,972.41,1.574,-0.05
P4,934,93400,pedestrian/bicycle,1047.585,972.406,1.584,-0.05
P4,935,93500,pedestrian/bicycle,1047.744,972.401,1.589,-0.046
P4,936,93600,pedestrian/bicycle,1047.903,972.396,1.593,-0.042
P4,937,93700,pedestrian/bicycle,1048.063,972.392,1.6,-0.041
P4,938,93800,pedestrian/bicycle,1048.224,972.388,1.614,-0.04
P4,939,93900,pedestrian/bicycle,1048.386,972.384,1.626,-0.041
P4,940,94000,pedestrian/bicycle,1048.548,972.38,1.63,-0.041
P4,941,94100,pedestrian/bicycle,1048.711,972.376,1.629,-0.038
P4,942,94200,pedestrian/bicycle,1048.874,972.373,1.627,-0.027
P4,943,94300,pedestrian/bicycle,1049.037,972.371,1.63,-0.012
P4,944,94400,pedestrian/bicycle,1049.2,972.371,1.632,0.008
P4,945,94500,pedestrian/bicycle,1049.363,972.373,1.63,0.032
P4,946,94600,pedestrian/bicycle,1049.526,972.377,1.621,0.061
P4,947,94700,pedestrian/bicycle,1049.687,972.385,1.61,0.088
P4,948,94800,pedestrian/bicycle,1049.848,972.395,1.601,0.111
P4,949,94900,pedestrian/bicycle,1050.007,972.407,1.593,0.128
P4,950,95000,pedestrian/bicycle,1050.166,972.42,1.583,0.14
P4,951,95100,pedestrian/bicycle,1050.324,972.434,1.568,0.148
P4,952,95200,pedestrian/bicycle,1050.48,972.45,1.555,0.152
P4,953,95300,pedestrian/bicycle,1050.635,972.465,1.55,0.154
P4,954,95400,pedestrian/bicycle,1050.79,972.48,1.549,0.151
P4,955,95500,pedestrian/bicycle,1050.945,972.495,1.544,0.145
P4,956,95600,pedestrian/bicycle,1051.098,972.509,1.526,0.135
P4,957,95700,pedestrian/bicycle,1051.249,972.522,1.492,0.123
P4,958,95800,pedestrian/bicycle,1051.396,972.533,1.446,0.107
P4,959,95900,pedestrian/bicycle,1051.538,972.543,1.392,0.089
P4,960,96000,pedestrian/bicycle,1051.674,972.551,1.331,0.071
P4,961,96100,pedestrian/bicycle,1051.803,972.557,1.257,0.052
P4,962,96200,pedestrian/bicycle,1051.925,972.561,1.169,0.035
P4,963,96300,pedestrian/bicycle,1052.037,972.564,1.073,0.021
P4,964,96400,pedestrian/bicycle,1052.14,972.566,0.982,0.011
P4,965,96500,pedestrian/bicycle,1052.234,972.567,0.907,0.004
P4,966,96600,pedestrian/bicycle,1052.322,972.567,0.855,0.001
P4,967,96700,pedestrian/bicycle,1052.406,972.567,0.828,-0.001
P4,968,96800,pedestrian/bicycle,1052.489,972.567,0.82,-0.002
P13,2127,212700,pedestrian/bicycle,985.698,993.052,0.167,-0.614
P13,2128,212800,pedestrian/bicycle,985.715,992.991,0.173,-0.606
P13,2129,212900,pedestrian/bicycle,985.732,992.931,0.175,-0.602
P13,2130,213000,pedestrian/bicycle,985.75,992.87,0.172,-0.605
P13,2131,213100,pedestrian/bicycle,985.767,992.809,0.166,-0.619
P13,2132,213200,pedestrian/bicycle,985.783,992.746,0.154,-0.648
P13,2133,213300,pedestrian/bicycle,985.797,992.679,0.139,-0.69
P13,2134,213400,pedestrian/bicycle,985.81,992.607,0.124,-0.744
P13,2135,213500,pedestrian/bicycle,985.822,992.53,0.111,-0.807
P13,2136,213600,pedestrian/bicycle,985.833,992.446,0.103,-0.873
P13,2137,213700,pedestrian/bicycle,985.843,992.355,0.104,-0.938
P13,2138,213800,pedestrian/bicycle,985.854,992.259,0.113,-0.998
P13,2139,213900,pedestrian/bicycle,985.866,992.156,0.13,-1.048
P13,2140,214000,pedestrian/bicycle,985.88,992.049,0.153,-1.088
P13,2141,214100,pedestrian/bicycle,985.897,991.939,0.178,-1.119
P13,2142,214200,pedestrian/bicycle,985.915,991.826,0.198,-1.139
P13,2143,214300,pedestrian/bicycle,985.936,991.712,0.209,-1.144
P13,2144,214400,pedestrian/bicycle,985.957,991.598,0.211,-1.138
P13,2145,214500,pedestrian/bicycle,985.978,991.484,0.211,-1.136
P13,2146,214600,pedestrian/bicycle,985.999,991.37,0.211,-1.147
P13,2147,214700,pedestrian/bicycle,986.02,991.254,0.211,-1.173
P13,2148,214800,pedestrian/bicycle,986.041,991.135,0.215,-1.212
P13,2149,214900,pedestrian/bicycle,986.063,991.011,0.219,-1.267
P13,2150,215000,pedestrian/bicycle,986.085,990.88,0.221,-1.341
P13,2151,215100,pedestrian/bicycle,986.107,990.742,0.218,-1.433
P13,2152,215200,pedestrian/bicycle,986.128,990.593,0.205,-1.533
P13,2153,215300,pedestrian/bicycle,986.147,990.436,0.179,-1.617
P13,2154,215400,pedestrian/bicycle,986.163,990.273,0.137,-1.646
P13,2155,215500,pedestrian/bicycle,986.174,990.11,0.086,-1.613
P13,2156,215600,pedestrian/bicycle,986.181,989.952,0.04,-1.544
P13,2157,215700,pedestrian/bicycle,986.183,989.802,0,-1.465
P13,2158,215800,pedestrian/bicycle,986.181,989.659,-0.034,-1.394
P13,2159,215900,pedestrian/bicycle,986.176,989.522,-0.062,-1.338
P13,2160,216000,pedestrian/bicycle,986.169,989.39,-0.083,-1.295
P13,2161,216100,pedestrian/bicycle,986.16,989.262,-0.096,-1.268
P13,2162,216200,pedestrian/bicycle,986.15,989.136,-0.099,-1.255
P13,2163,216300,pedestrian/bicycle,986.141,989.011,-0.092,-1.253
P13,2164,216400,pedestrian/bicycle,986.132,988.885,-0.078,-1.257
P13,2165,216500,pedestrian/bicycle,986.125,988.759,-0.057,-1.272
P13,2166,216600,pedestrian/bicycle,986.121,988.63,-0.036,-1.296
P13,2167,216700,pedestrian/bicycle,986.118,988.499,-0.018,-1.324
P13,2168,216800,pedestrian/bicycle,986.117,988.365,-0.007,-1.351
P13,2169,216900,pedestrian/bicycle,986.116,988.229,-0.001,-1.377
P13,2170,217000,pedestrian/bicycle,986.116,988.09,-0.001,-1.4
P13,2171,217100,pedestrian/bicycle,986.116,987.949,-0.005,-1.423
P13,2172,217200,pedestrian/bicycle,986.115,987.806,-0.012,-1.442
P13,2173,217300,pedestrian/bicycle,986.114,987.661,-0.02,-1.45
P13,2174,217400,pedestrian/bicycle,986.111,987.517,-0.028,-1.445
P13,2175,217500,pedestrian/bicycle,986.108,987.373,-0.038,-1.432
P13,2176,217600,pedestrian/bicycle,986.104,987.23,-0.048,-1.415
P13,2177,217700,pedestrian/bicycle,986.098,987.09,-0.056,-1.398
P13,2178,217800,pedestrian/bicycle,986.092,986.95,-0.062,-1.388
P13,2179,217900,pedestrian/bicycle,986.086,986.812,-0.067,-1.384
P13,2180,218000,pedestrian/bicycle,986.079,986.673,-0.074,-1.386
P13,2181,218100,pedestrian/bicycle,986.071,986.534,-0.08,-1.394
P13,2182,218200,pedestrian/bicycle,986.063,986.395,-0.084,-1.401
P13,2183,218300,pedestrian/bicycle,986.055,986.254,-0.084,-1.401
P13,2184,218400,pedestrian/bicycle,986.046,986.115,-0.079,-1.395
P13,2185,218500,pedestrian/bicycle,986.039,985.976,-0.071,-1.386
P13,2186,218600,pedestrian/bicycle,986.032,985.837,-0.062,-1.378
P13,2187,218700,pedestrian/bicycle,986.027,985.7,-0.053,-1.368
P13,2188,218800,pedestrian/bicycle,986.022,985.564,-0.041,-1.357
P13,2189,218900,pedestrian/bicycle,986.018,985.429,-0.025,-1.351
P13,2190,219000,pedestrian/bicycle,986.017,985.293,-0.006,-1.353
P13,2191,219100,pedestrian/bicycle,986.017,985.158,0.014,-1.361
P13,2192,219200,pedestrian/bicycle,986.02,985.021,0.033,-1.37
P13,2193,219300,pedestrian/bicycle,986.024,984.884,0.05,-1.373
P13,2194,219400,pedestrian/bicycle,986.03,984.747,0.067,-1.373
P13,2195,219500,pedestrian/bicycle,986.037,984.609,0.086,-1.372
P13,2196,219600,pedestrian/bicycle,986.047,984.472,0.105,-1.372
P13,2197,219700,pedestrian/bicycle,986.058,984.335,0.119,-1.37
P13,2198,219800,pedestrian/bicycle,986.07,984.198,0.125,-1.365
P13,2199,219900,pedestrian/bicycle,986.083,984.062,0.124,-1.361
P13,2200,220000,pedestrian/bicycle,986.095,983.926,0.117,-1.365
P13,2201,220100,pedestrian/bicycle,986.106,983.788,0.107,-1.379
P13,2202,220200,pedestrian/bicycle,986.116,983.65,0.099,-1.397
P13,2203,220300,pedestrian/bicycle,986.126,983.509,0.091,-1.413
P13,2204,220400,pedestrian/bicycle,986.134,983.367,0.082,-1.427
P13,2205,220500,pedestrian/bicycle,986.142,983.224,0.072,-1.442
P13,2206,220600,pedestrian/bicycle,986.149,983.079,0.061,-1.458
P13,2207,220700,pedestrian/bicycle,986.154,982.932,0.05,-1.47
P13,2208,220800,pedestrian/bicycle,986.159,982.785,0.042,-1.473
P13,2209,220900,pedestrian/bicycle,986.163,982.638,0.04,-1.462
P13,2210,221000,pedestrian/bicycle,986.167,982.493,0.041,-1.44
P13,2211,221100,pedestrian/bicycle,986.171,982.351,0.044,-1.409
P13,2212,221200,pedestrian/bicycle,986.176,982.212,0.05,-1.373
P13,2213,221300,pedestrian/bicycle,986.181,982.077,0.059,-1.329
P13,2214,221400,pedestrian/bicycle,986.188,981.946,0.071,-1.28
P13,2215,221500,pedestrian/bicycle,986.196,981.821,0.086,-1.229
P13,2216,221600,pedestrian/bicycle,986.205,981.7,0.105,-1.178
P13,2217,221700,pedestrian/bicycle,986.217,981.585,0.133,-1.132
P13,2218,221800,pedestrian/bicycle,986.232,981.474,0.17,-1.09
P13,2219,221900,pedestrian/bicycle,986.252,981.367,0.213,-1.053
P13,2220,222000,pedestrian/bicycle,986.275,981.263,0.258,-1.022
P13,2221,222100,pedestrian/bicycle,986.303,981.162,0.301,-1
P13,2222,222200,pedestrian/bicycle,986.335,981.062,0.343,-0.986
P13,2223,222300,pedestrian/bicycle,986.371,980.964,0.38,-0.973
P13,2224,222400,pedestrian/bicycle,986.411,980.868,0.413,-0.953
P13,2225,222500,pedestrian/bicycle,986.454,980.774,0.446,-0.921
P13,2226,222600,pedestrian/bicycle,986.501,980.684,0.488,-0.879
P13,2227,222700,pedestrian/bicycle,986.552,980.599,0.547,-0.838
P13,2228,222800,pedestrian/bicycle,986.611,980.516,0.63,-0.804
P13,2229,222900,pedestrian/bicycle,986.679,980.438,0.728,-0.769
P13,2230,223000,pedestrian/bicycle,986.757,980.363,0.829,-0.725
P13,2231,223100,pedestrian/bicycle,986.844,980.293,0.917,-0.669
P13,2232,223200,pedestrian/bicycle,986.94,980.23,0.987,-0.601
P13,2233,223300,pedestrian/bicycle,987.041,980.173,1.037,-0.527
P13,2234,223400,pedestrian/bicycle,987.146,980.125,1.076,-0.447
P13,2235,223500,pedestrian/bicycle,987.256,980.084,1.12,-0.369
P13,2236,223600,pedestrian/bicycle,987.371,980.051,1.173,-0.298
P13,2237,223700,pedestrian/bicycle,987.491,980.024,1.232,-0.236
P13,2238,223800,pedestrian/bicycle,987.617,980.003,1.289,-0.185
P13,2239,223900,pedestrian/bicycle,987.749,979.986,1.344,-0.142
P13,2240,224000,pedestrian/bicycle,987.885,979.974,1.39,-0.109
P13,2241,224100,pedestrian/bicycle,988.026,979.964,1.418,-0.082
P13,2242,224200,pedestrian/bicycle,988.168,979.957,1.417,-0.059
P13,2243,224300,pedestrian/bicycle,988.308,979.952,1.382,-0.04
P13,2244,224400,pedestrian/bicycle,988.442,979.949,1.311,-0.024
P13,2245,224500,pedestrian/bicycle,988.568,979.948,1.202,-0.01
P13,2246,224600,pedestrian/bicycle,988.681,979.947,1.062,0.003
P13,2247,224700,pedestrian/bicycle,988.78,979.948,0.912,0.016
P13,2248,224800,pedestrian/bicycle,988.864,979.951,0.772,0.032
P13,2249,224900,pedestrian/bicycle,988.936,979.955,0.666,0.05
P13,2250,225000,pedestrian/bicycle,989,979.96,0.61,0.065
P13,2251,225100,pedestrian/bicycle,989.06,979.967,0.607,0.077
P13,2252,225200,pedestrian/bicycle,989.123,979.976,0.651,0.087
P13,2253,225300,pedestrian/bicycle,989.192,979.985,0.724,0.095
P13,2254,225400,pedestrian/bicycle,989.268,979.995,0.8,0.102
P13,2255,225500,pedestrian/bicycle,989.351,980.005,0.863,0.108
P13,2256,225600,pedestrian/bicycle,989.44,980.016,0.908,0.112
P13,2257,225700,pedestrian/bicycle,989.532,980.027,0.936,0.114
P13,2258,225800,pedestrian/bicycle,989.626,980.039,0.951,0.113
P13,2259,225900,pedestrian/bicycle,989.722,980.05,0.955,0.112
P15,2343,234300,pedestrian/bicycle,1012.341,995.015,-1.075,0.08
P15,2344,234400,pedestrian/bicycle,1012.231,995.023,-1.109,0.081
P15,2345,234500,pedestrian/bicycle,1012.119,995.032,-1.14,0.084
P15,2346,234600,pedestrian/bicycle,1012.004,995.041,-1.164,0.093
P15,2347,234700,pedestrian/bicycle,1011.887,995.051,-1.177,0.109
P15,2348,234800,pedestrian/bicycle,1011.769,995.063,-1.178,0.132
P15,2349,234900,pedestrian/bicycle,1011.651,995.077,-1.173,0.159
P15,2350,235000,pedestrian/bicycle,1011.534,995.095,-1.167,0.189
P15,2351,235100,pedestrian/bicycle,1011.418,995.115,-1.162,0.221
P15,2352,235200,pedestrian/bicycle,1011.302,995.139,-1.153,0.253
P15,2353,235300,pedestrian/bicycle,1011.188,995.166,-1.137,0.284
P15,2354,235400,pedestrian/bicycle,1011.075,995.195,-1.119,0.31
P15,2355,235500,pedestrian/bicycle,1010.964,995.227,-1.107,0.33
P15,2356,235600,pedestrian/bicycle,1010.853,995.261,-1.101,0.347
P15,2357,235700,pedestrian/bicycle,1010.743,995.297,-1.099,0.361
P15,2358,235800,pedestrian/bicycle,1010.633,995.333,-1.1,0.369
P15,2359,235900,pedestrian/bicycle,1010.523,995.37,-1.109,0.375
P15,2360,236000,pedestrian/bicycle,1010.411,995.408,-1.126,0.378
P15,2361,236100,pedestrian/bicycle,1010.297,995.446,-1.147,0.38
P15,2362,236200,pedestrian/bicycle,1010.182,995.484,-1.165,0.383
P15,2363,236300,pedestrian/bicycle,1010.065,995.523,-1.175,0.387
P15,2364,236400,pedestrian/bicycle,1009.947,995.562,-1.181,0.391
P15,2365,236500,pedestrian/bicycle,1009.829,995.601,-1.185,0.394
P15,2366,236600,pedestrian/bicycle,1009.71,995.64,-1.188,0.395
P15,2367,236700,pedestrian/bicycle,1009.591,995.68,-1.187,0.393
P15,2368,236800,pedestrian/bicycle,1009.473,995.719,-1.181,0.388
P15,2369,236900,pedestrian/bicycle,1009.355,995.757,-1.172,0.383
P15,2370,237000,pedestrian/bicycle,1009.238,995.795,-1.163,0.379
P15,2371,237100,pedestrian/bicycle,1009.123,995.833,-1.155,0.376
P15,2372,237200,pedestrian/bicycle,1009.008,995.871,-1.145,0.376
P15,2373,237300,pedestrian/bicycle,1008.894,995.908,-1.132,0.378
P15,2374,237400,pedestrian/bicycle,1008.781,995.946,-1.117,0.379
P15,2375,237500,pedestrian/bicycle,1008.67,995.984,-1.105,0.379
P15,2376,237600,pedestrian/bicycle,1008.56,996.022,-1.097,0.379
P15,2377,237700,pedestrian/bicycle,1008.451,996.06,-1.089,0.379
P15,2378,237800,pedestrian/bicycle,1008.342,996.098,-1.077,0.38
P15,2379,237900,pedestrian/bicycle,1008.235,996.136,-1.063,0.382
P15,2380,238000,pedestrian/bicycle,1008.13,996.174,-1.049,0.386
P15,2381,238100,pedestrian/bicycle,1008.026,996.213,-1.038,0.389
P15,2382,238200,pedestrian/bicycle,1007.922,996.252,-1.03,0.392
P15,2383,238300,pedestrian/bicycle,1007.819,996.291,-1.023,0.392
P15,2384,238400,pedestrian/bicycle,1007.718,996.33,-1.015,0.388
P15,2385,238500,pedestrian/bicycle,1007.616,996.369,-1.01,0.38
P15,2386,238600,pedestrian/bicycle,1007.515,996.406,-1.011,0.367
P15,2387,238700,pedestrian/bicycle,1007.414,996.442,-1.019,0.346
P15,2388,238800,pedestrian/bicycle,1007.311,996.475,-1.028,0.321
P15,2389,238900,pedestrian/bicycle,1007.208,996.506,-1.035,0.291
P15,2390,239000,pedestrian/bicycle,1007.105,996.533,-1.039,0.261
P15,2391,239100,pedestrian/bicycle,1007,996.558,-1.047,0.232
P15,2392,239200,pedestrian/bicycle,1006.895,996.58,-1.057,0.208
P15,2393,239300,pedestrian/bicycle,1006.789,996.6,-1.069,0.188
P15,2394,239400,pedestrian/bicycle,1006.681,996.618,-1.08,0.172
P15,2395,239500,pedestrian/bicycle,1006.573,996.634,-1.09,0.158
P15,2396,239600,pedestrian/bicycle,1006.463,996.65,-1.104,0.148
P15,2397,239700,pedestrian/bicycle,1006.352,996.664,-1.122,0.142
P15,2398,239800,pedestrian/bicycle,1006.239,996.678,-1.144,0.138
P15,2399,239900,pedestrian/bicycle,1006.123,996.692,-1.165,0.136
P15,2400,240000,pedestrian/bicycle,1006.006,996.705,-1.183,0.133
P15,2401,240100,pedestrian/bicycle,1005.887,996.718,-1.198,0.13
P15,2402,240200,pedestrian/bicycle,1005.766,996.731,-1.212,0.129
P15,2403,240300,pedestrian/bicycle,1005.644,996.744,-1.229,0.129
P15,2404,240400,pedestrian/bicycle,1005.52,996.757,-1.249,0.13
P15,2405,240500,pedestrian/bicycle,1005.394,996.77,-1.268,0.13
P15,2406,240600,pedestrian/bicycle,1005.267,996.783,-1.278,0.13
P15,2407,240700,pedestrian/bicycle,1005.139,996.796,-1.281,0.128
P15,2408,240800,pedestrian/bicycle,1005.011,996.809,-1.28,0.123
P15,2409,240900,pedestrian/bicycle,1004.883,996.821,-1.277,0.115
P15,2410,241000,pedestrian/bicycle,1004.756,996.832,-1.271,0.109
P15,2411,241100,pedestrian/bicycle,1004.629,996.843,-1.262,0.108
P15,2412,241200,pedestrian/bicycle,1004.503,996.854,-1.253,0.111
P15,2413,241300,pedestrian/bicycle,1004.378,996.865,-1.247,0.119
P15,2414,241400,pedestrian/bicycle,1004.254,996.877,-1.246,0.128
P15,2415,241500,pedestrian/bicycle,1004.129,996.891,-1.249,0.136
P15,2416,241600,pedestrian/bicycle,1004.004,996.905,-1.255,0.141
P15,2417,241700,pedestrian/bicycle,1003.878,996.919,-1.26,0.143
P15,2418,241800,pedestrian/bicycle,1003.752,996.933,-1.266,0.142
P15,2419,241900,pedestrian/bicycle,1003.625,996.947,-1.276,0.141
P15,2420,242000,pedestrian/bicycle,1003.496,996.961,-1.287,0.141
P15,2421,242100,pedestrian/bicycle,1003.367,996.975,-1.297,0.143
P15,2422,242200,pedestrian/bicycle,1003.237,996.99,-1.302,0.145
P15,2423,242300,pedestrian/bicycle,1003.107,997.005,-1.303,0.15
P15,2424,242400,pedestrian/bicycle,1002.977,997.02,-1.306,0.156
P15,2425,242500,pedestrian/bicycle,1002.846,997.036,-1.309,0.164
P15,2426,242600,pedestrian/bicycle,1002.715,997.053,-1.311,0.171
P15,2427,242700,pedestrian/bicycle,1002.584,997.07,-1.308,0.177
P15,2428,242800,pedestrian/bicycle,1002.454,997.088,-1.299,0.178
P15,2429,242900,pedestrian/bicycle,1002.324,997.105,-1.284,0.175
P15,2430,243000,pedestrian/bicycle,1002.197,997.123,-1.263,0.17
P15,2431,243100,pedestrian/bicycle,1002.072,997.139,-1.237,0.163
P15,2432,243200,pedestrian/bicycle,1001.95,997.155,-1.21,0.155
P15,2433,243300,pedestrian/bicycle,1001.83,997.17,-1.187,0.147
P15,2434,243400,pedestrian/bicycle,1001.712,997.185,-1.175,0.139
P15,2435,243500,pedestrian/bicycle,1001.594,997.198,-1.176,0.129
P15,2436,243600,pedestrian/bicycle,1001.476,997.21,-1.183,0.116
P15,2437,243700,pedestrian/bicycle,1001.358,997.221,-1.19,0.1
P15,2438,243800,pedestrian/bicycle,1001.238,997.23,-1.195,0.085
P15,2439,243900,pedestrian/bicycle,1001.118,997.238,-1.205,0.071
P15,2440,244000,pedestrian/bicycle,1000.997,997.245,-1.219,0.059
P15,2441,244100,pedestrian/bicycle,1000.874,997.25,-1.234,0.05
P15,2442,244200,pedestrian/bicycle,1000.75,997.255,-1.245,0.042
P15,2443,244300,pedestrian/bicycle,1000.626,997.258,-1.25,0.033
P15,2444,244400,pedestrian/bicycle,1000.501,997.261,-1.254,0.024
P15,2445,244500,pedestrian/bicycle,1000.375,997.263,-1.256,0.014
P15,2446,244600,pedestrian/bicycle,1000.25,997.264,-1.255,0.004
P15,2447,244700,pedestrian/bicycle,1000.124,997.264,-1.247,-0.005
P15,2448,244800,pedestrian/bicycle,1000.001,997.263,-1.231,-0.014
P15,2449,244900,pedestrian/bicycle,999.878,997.261,-1.212,-0.024
P15,2450,245000,pedestrian/bicycle,999.758,997.258,-1.197,-0.036
P15,2451,245100,pedestrian/bicycle,999.639,997.254,-1.189,-0.051
P15,2452,245200,pedestrian/bicycle,999.52,997.248,-1.185,-0.067
P15,2453,245300,pedestrian/bicycle,999.401,997.24,-1.185,-0.083
P15,2454,245400,pedestrian/bicycle,999.283,997.231,-1.188,-0.098
P15,2455,245500,pedestrian/bicycle,999.163,997.221,-1.198,-0.112
P15,2456,245600,pedestrian/bicycle,999.043,997.209,-1.212,-0.124
P15,2457,245700,pedestrian/bicycle,998.921,997.196,-1.228,-0.134
P15,2458,245800,pedestrian/bicycle,998.798,997.182,-1.239,-0.143
P15,2459,245900,pedestrian/bicycle,998.673,997.168,-1.247,-0.152
P15,2460,246000,pedestrian/bicycle,998.548,997.152,-1.254,-0.162
P15,2461,246100,pedestrian/bicycle,998.423,997.135,-1.261,-0.175
P15,2462,246200,pedestrian/bicycle,998.296,997.117,-1.268,-0.191
P15,2463,246300,pedestrian/bicycle,998.169,997.097,-1.276,-0.207
P15,2464,246400,pedestrian/bicycle,998.041,997.075,-1.282,-0.223
P15,2465,246500,pedestrian/bicycle,997.913,997.052,-1.283,-0.236
P15,2466,246600,pedestrian/bicycle,997.785,997.028,-1.279,-0.243
P15,2467,246700,pedestrian/bicycle,997.657,997.004,-1.273,-0.243
P15,2468,246800,pedestrian/bicycle,997.53,996.98,-1.271,-0.234
P15,2469,246900,pedestrian/bicycle,997.403,996.958,-1.271,-0.219
P15,2470,247000,pedestrian/bicycle,997.276,996.937,-1.273,-0.2
P15,2471,247100,pedestrian/bicycle,997.148,996.918,-1.277,-0.178
P15,2472,247200,pedestrian/bicycle,997.02,996.901,-1.283,-0.155
P15,2473,247300,pedestrian/bicycle,996.892,996.887,-1.288,-0.131
P15,2474,247400,pedestrian/bicycle,996.763,996.875,-1.293,-0.106
P15,2475,247500,pedestrian/bicycle,996.633,996.866,-1.299,-0.081
P15,2476,247600,pedestrian/bicycle,996.503,996.859,-1.305,-0.057
