recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
0,163,10524,10776,253,1.9697,4.5428,car
0,164,10645,10972,328,1.9271,4.3746,car
0,165,10807,11175,369,2.0848,4.8769,car
0,166,11095,11373,279,2.0355,4.4794,car
0,167,11320,11598,279,1.9670,4.3195,car
0,168,11671,12036,366,1.9540,4.4326,car
0,169,11685,11902,218,1.9240,4.3951,car
0,170,11947,12175,229,1.8847,4.7061,car
0,171,12013,12331,319,2.1393,5.1042,car
0,172,12202,12537,336,2.1534,4.9188,car
0,173,12307,12596,290,2.2026,5.2839,car
0,174,12395,12960,566,2.2471,5.4425,van
0,175,12415,12732,318,2.0570,4.8833,car
0,176,12535,12791,257,2.1097,5.2579,car
0,177,12590,13037,448,1.9766,4.3375,car
0,178,12691,12925,235,1.9749,4.4882,car
0,179,12800,13113,314,2.0905,4.8214,car
0,180,13112,13432,321,3.0141,13.1045,bus
0,181,13111,13590,480,1.9157,3.7119,car
0,182,13125,13466,342,2.1660,4.8507,car
0,183,13183,13392,210,2.0204,4.8647,car
0,184,13226,13689,464,1.9782,4.8217,car
0,185,13306,13758,453,1.8929,4.3850,car
0,186,13422,13907,486,2.1355,4.8604,car
0,187,13472,13865,394,1.9186,4.3010,car
0,188,13537,13742,206,2.1070,5.0468,car
0,189,13637,13946,310,2.0485,4.3404,car
0,190,13711,14003,293,2.1118,5.3903,car
0,191,13966,14256,291,2.0994,4.8966,car
0,192,14003,14301,299,2.1678,4.6991,car
0,193,14231,14566,336,2.0186,4.6832,car
0,194,14275,14654,380,1.9402,4.6113,car
0,195,14299,14918,620,2.1305,4.1321,car
0,196,14321,14538,218,2.0482,4.8701,car
0,197,14367,14725,359,1.9662,4.2415,car
0,198,14376,14628,253,2.0345,4.7809,car
0,199,14403,14774,372,1.9944,3.7431,car
0,200,14428,14886,459,2.0607,4.4623,car
0,201,14446,14842,397,2.1103,5.0280,car
0,202,14463,14995,533,2.0809,5.1871,car
0,203,14581,15078,498,2.0834,4.9312,car
0,204,14637,15034,398,2.0344,4.5354,car
0,205,14746,15217,472,2.1364,4.6471,car
0,206,14815,15368,554,2.2206,5.3816,car
0,207,14858,15412,555,1.7500,4.0019,car
0,208,14931,15272,342,2.9791,13.2730,bus
0,209,14989,15553,565,2.1153,4.9369,car
0,210,15123,15456,334,2.1554,5.3792,car
0,211,15458,15788,331,2.9605,12.9289,bus
0,212,15459,15686,228,1.7562,3.8862,car
0,213,15636,15942,307,1.8200,4.6549,car
0,214,15844,16224,381,2.0762,4.9298,car
0,215,15920,16386,467,2.1104,4.8524,car
0,216,16204,16522,319,2.8954,9.8089,truck
0,217,16221,16537,317,2.0541,5.1274,car
0,218,16262,16582,321,1.9469,4.1133,car
0,219,16292,16686,395,1.9119,4.7807,car
0,220,16366,16666,301,2.3095,5.3920,van
0,221,16470,16859,390,2.0316,4.8827,car
0,222,16471,16799,329,3.0787,13.1111,bus
0,223,16492,16909,418,1.9280,3.9192,car
0,224,16538,16989,452,2.0529,5.0105,car
0,225,16551,16857,307,1.8309,3.9046,car
0,226,16596,17070,475,2.0696,5.3082,car
0,227,16641,17265,625,2.2736,5.4112,car
0,228,16763,17058,296,2.1608,5.3701,car
0,229,16779,17066,288,2.3961,5.7853,van
0,230,16804,17132,329,1.8690,4.6302,car
0,231,16864,17332,469,2.0259,5.0460,car
0,232,16860,17237,378,2.0019,4.2124,car
0,233,16901,17262,362,2.0016,4.4905,car
0,234,16960,17607,648,2.5367,6.7009,truck
0,235,16989,17432,444,2.0168,4.3985,car
0,236,17062,17729,668,2.0726,5.1124,car
0,237,17069,17515,447,2.1108,4.4971,car
0,238,17221,17853,633,1.9895,4.6554,car
0,239,17325,18120,796,2.1042,4.6420,car
0,240,17332,17677,346,1.9294,4.9021,car
0,241,17441,17792,352,2.0658,4.9216,car
0,242,17462,17942,481,1.9285,4.4708,car
0,243,17479,17984,506,2.0771,4.8448,car
0,244,17483,17925,443,2.1372,4.6014,car
0,245,17519,17879,361,1.9847,4.2996,car
0,246,17560,18205,646,1.8688,3.8811,car
0,247,17608,18140,533,1.9122,3.9826,car
0,248,17652,18090,439,1.9750,4.3980,car
0,249,17659,18175,517,2.0177,4.9743,car
0,250,17708,18172,465,2.1310,4.8129,car
0,251,17788,18244,457,2.0859,4.3438,car
0,252,18009,18288,280,2.1200,4.8651,car
0,253,18051,18377,327,2.1790,5.2806,car
0,254,18100,18461,362,2.1654,5.3194,car
0,255,18162,18459,298,2.0306,3.8857,car
0,256,18204,18528,325,2.0582,4.7201,car
0,257,18307,18581,275,1.8704,4.7644,car
0,258,18665,18894,230,2.0001,4.4108,car
0,259,18708,19052,345,1.9720,4.6110,car
0,260,18742,18992,251,2.1868,5.4041,car
0,261,19147,19582,436,1.9270,4.3917,car
0,262,19235,19460,226,2.0456,4.5852,car
0,263,19256,19635,380,1.9472,4.2331,car
0,264,19332,19633,302,2.9479,11.2881,truck
0,265,19369,19740,372,2.0540,4.2150,car
0,266,19424,19819,396,2.0118,4.9236,car
0,267,19480,20211,732,2.0695,4.9786,car
0,268,19713,20026,314,2.1203,4.8031,car
0,269,19765,20067,303,2.9735,7.4384,truck
0,270,19767,20172,406,2.1527,4.5214,car
0,271,19834,20129,296,2.1200,4.7519,car
0,272,19938,20335,398,2.2867,5.3687,car
0,273,19973,20263,291,1.9812,4.3231,car
0,274,20147,20394,248,1.9719,4.0162,car
0,275,20178,20512,335,2.0667,4.5788,car
0,276,20196,20427,232,2.0707,4.6318,car
0,277,20235,20533,299,1.9578,4.7720,car
0,278,20310,20598,289,2.0885,4.4505,car
0,279,20395,20690,296,2.4971,7.5384,van
0,280,20520,20940,421,2.0704,4.2001,car
0,281,20593,20869,277,1.9522,4.3611,car
0,282,20770,21077,308,3.0462,10.6503,truck
0,283,20809,21139,331,2.1722,5.4846,car
0,284,20834,21157,324,2.1493,4.7268,car
0,285,20874,21245,372,1.9416,4.2194,car
0,286,20956,21396,441,2.5946,6.9455,van
0,287,20972,21308,337,2.1421,4.9132,car
0,288,20988,21304,317,3.2345,14.8516,truck
0,289,21128,21444,317,1.8054,4.1914,car
0,290,21225,21526,302,2.0396,4.9677,car
0,291,21382,21797,416,3.2059,15.0311,truck
0,292,21429,21916,488,2.1407,4.5021,car
0,293,21430,21681,252,1.7432,2.9622,car
0,294,21462,21725,264,2.1613,4.6883,car
0,295,21534,22004,471,2.1809,4.4992,car
0,296,21614,22100,487,1.9176,4.3170,car
0,297,21708,22092,385,2.1371,4.7531,car
0,298,21734,21928,195,1.8482,4.1947,car
0,299,21757,22214,458,2.1574,4.8573,car
0,300,21941,22258,318,1.8073,2.7916,car
0,301,21955,22310,356,1.9680,4.5885,car
0,302,22030,22329,300,2.1556,5.1610,car
0,303,22125,22592,468,2.0187,4.9058,car
0,304,22133,22560,428,1.9689,4.4653,car
0,305,22378,22666,289,2.1003,5.2102,car
0,306,22458,22710,253,2.0849,5.0149,car
0,307,22510,22773,264,2.0215,4.9915,car
0,308,22625,23081,457,2.3616,6.2455,truck
0,309,22667,23124,458,2.0375,3.9979,car
0,310,22759,23119,361,2.1567,4.7985,car
0,311,22782,23339,558,2.1226,4.6520,car
0,312,22825,23287,463,2.0508,5.1814,car
0,313,22908,23107,200,2.0566,5.0144,car
0,314,23133,23453,321,2.0459,4.9732,car
0,315,23411,23692,282,1.9947,4.6734,car
0,316,23458,23733,276,1.9265,4.6492,car
0,317,23702,23965,264,2.1551,4.9092,car
0,318,23793,24169,377,3.1167,9.3863,truck
0,319,23821,24271,451,1.9720,4.2396,car
0,320,23875,24277,403,2.0935,4.9241,car
0,321,23933,24243,311,1.9570,4.5801,car
0,322,23957,24310,354,2.1878,4.7402,car
0,323,24070,24379,310,2.1075,5.0855,car
0,324,24144,24548,405,2.1301,5.2837,car
0,325,24159,24442,284,2.1519,4.9564,car
0,326,24194,24595,402,2.2586,5.2211,car
0,327,24267,24596,330,2.1049,5.1567,car
0,328,24389,25374,986,3.2903,21.3380,bus
0,329,24419,24688,270,1.9877,4.7341,car
0,330,24482,24812,331,2.1480,5.2644,car
0,331,24815,25138,324,2.0647,4.2504,car
0,332,24846,25135,290,1.9330,4.3457,car
0,333,24868,25248,381,2.1150,5.1815,van
0,334,25039,25521,483,1.9204,4.5282,car
0,335,25063,25345,283,2.3284,5.0778,car
0,336,25125,25597,473,2.1339,5.2799,car
0,337,25212,25456,245,2.1335,4.4353,car
0,338,25295,25703,409,2.0763,4.3499,car
0,339,25311,25636,326,2.2243,5.1030,car
0,340,25395,25715,321,1.8650,2.9107,car
0,341,25585,25715,131,2.1269,4.9285,car
0,342,0,25716,25717,1.8651,4.8625,car
0,343,0,25716,25717,1.9075,4.5796,car
0,344,0,25716,25717,2.0268,5.5257,car
0,345,0,25716,25717,1.8057,4.7132,car
0,346,0,25716,25717,2.5289,6.9224,trailer
0,347,0,25716,25717,1.8142,5.0123,car
