recordingId,trackId,initialFrame,finalFrame,numFrames,width,length,class
1,74,828,1233,406,2.0734,4.9365,car
1,75,891,1243,353,2.2984,5.0041,van
1,76,895,1324,430,2.0425,4.2004,car
1,77,929,1280,352,1.9225,4.0639,car
1,78,937,1287,351,2.0048,4.2043,car
1,79,937,1406,470,2.0755,4.8153,car
1,80,961,1324,364,2.0607,4.7394,car
1,81,984,1450,467,2.2834,4.8673,car
1,82,1020,1372,353,2.0209,4.4537,car
1,83,1033,1412,380,2.3470,5.3276,van
1,84,1043,1514,472,1.8495,4.3105,car
1,85,1046,1529,484,2.1929,4.6801,car
1,86,1080,1554,475,3.5690,8.2279,truck
1,87,1106,1576,471,2.0344,4.9064,car
1,88,1137,1579,443,3.2899,8.8312,truck
1,89,1144,1627,484,2.0467,4.5576,car
1,90,1147,1536,390,2.0130,4.6151,car
1,91,1151,1658,508,2.0887,4.4648,car
1,92,1178,1564,387,2.0648,4.5327,car
1,93,1192,1561,370,2.0154,4.4987,car
1,94,1198,1682,485,2.1137,4.6316,car
1,95,1207,1582,376,1.9746,4.4545,car
1,96,1212,1595,384,2.5447,5.8082,van
1,97,1246,1642,397,1.9874,4.4030,car
1,98,1261,1578,318,2.0306,4.6551,car
1,99,1287,1703,417,1.9398,4.3078,car
1,100,1311,1632,322,2.0111,4.2200,car
1,101,1313,1629,317,2.3936,5.3782,car
1,102,1321,1693,373,2.6190,7.6752,van
1,103,1336,1649,314,2.0609,4.8343,car
1,104,1341,1736,396,2.3258,5.3456,car
1,105,1362,1678,317,1.9954,4.5117,car
1,106,1370,1778,409,1.9768,4.0187,car
1,107,1398,1773,376,3.0146,7.5465,truck
1,108,1416,1785,370,2.0842,5.0347,car
1,109,1424,1754,331,1.8927,3.9113,car
1,110,1436,1718,283,2.0066,4.7957,car
1,111,1458,1791,334,2.0286,4.5835,car
1,112,1471,1883,413,3.6454,12.9889,truck
1,113,1496,1872,377,1.8880,4.0645,car
1,114,1503,1817,315,2.0168,4.5221,car
1,115,1503,1884,382,2.0331,3.9670,car
1,116,1510,1914,405,2.0493,5.1734,car
1,117,1512,1838,327,2.0515,5.0148,car
1,118,1529,1933,405,1.7317,3.6819,car
1,119,1551,1873,323,2.0647,5.2038,car
1,120,1562,1978,417,2.0317,4.6157,car
1,121,1574,1887,314,2.0197,4.8313,car
1,122,1582,1961,380,2.0027,4.2066,car
1,123,1596,2113,518,2.1539,4.9694,car
1,124,1603,1934,332,2.0975,4.9907,car
1,125,1612,2126,515,2.0979,4.5520,car
1,126,1623,2057,435,2.0017,4.6441,car
1,127,1683,2058,376,2.0441,4.5241,car
1,128,1719,2037,319,2.5333,6.2438,van
1,129,1729,2103,375,2.0726,4.8017,car
1,130,1730,2180,451,2.0535,4.5923,car
1,131,1732,2142,411,2.0161,4.3356,car
1,132,1760,2099,340,2.0362,4.1828,car
1,133,1761,2102,342,2.1386,4.9999,car
1,134,1763,2106,344,2.1819,5.0895,car
1,135,1788,2147,360,2.0595,4.9239,car
1,136,1797,2166,370,2.0730,4.5376,car
1,137,1832,2180,349,2.0722,5.0208,car
1,138,1832,2216,385,2.0446,4.5969,car
1,139,1834,2162,329,2.0705,4.9947,car
1,140,1882,2223,342,2.0347,4.6511,car
1,141,1933,2270,338,2.4087,5.2750,car
1,142,1949,2280,332,2.0287,4.8840,car
1,143,1978,2313,336,3.5331,20.1816,truck
1,144,1997,2343,347,2.1177,5.3128,car
1,145,2000,2358,359,2.1447,4.9926,car
1,146,2003,2364,362,1.9925,4.2769,car
1,147,2062,2389,328,2.0833,4.5800,car
1,148,2091,2496,406,2.2260,5.4426,car
1,149,2111,2419,309,1.8057,3.9548,car
1,150,2169,2505,337,2.1682,4.9294,car
1,151,2179,2465,287,2.0195,4.6825,car
1,152,2211,2562,352,2.0489,4.6661,car
1,153,2211,2636,426,2.0178,4.5040,car
1,154,2216,2494,279,2.0752,4.6505,car
1,155,2240,2663,424,2.2405,5.1379,car
1,156,2265,2697,433,2.1445,4.7298,car
1,157,2353,2748,396,2.0277,4.6087,car
1,158,2376,2709,334,2.0134,4.8652,car
1,159,2403,2792,390,2.4920,6.3217,van
1,160,2407,2755,349,2.0010,4.1689,car
1,161,2412,2749,338,3.2981,8.4852,truck
1,162,2448,2840,393,2.0256,4.1997,car
1,163,2465,2961,497,3.9785,17.9711,truck
1,164,2470,2832,363,1.9628,4.7319,car
1,165,2471,2875,405,2.0400,4.9119,car
1,166,2487,2810,324,2.1041,4.9827,car
1,167,2490,2871,382,2.0798,4.8798,car
1,168,2513,2860,348,2.9300,6.2975,truck
1,169,2537,2926,390,2.3280,5.6697,van
1,170,2552,2895,344,2.0491,5.0350,car
1,171,2561,2902,342,2.9352,6.2767,truck
1,172,2603,3021,419,2.9562,6.5012,truck
1,173,2613,3017,405,1.9822,4.5850,car
1,174,2619,2940,322,2.0621,4.9990,car
1,175,2626,2956,331,2.9520,7.6178,truck
1,176,2643,3085,443,2.0126,4.7348,car
1,177,2652,2987,336,2.2155,5.0609,car
1,178,2678,3122,445,2.1047,4.8971,car
1,179,2683,2987,305,1.9574,4.3656,car
1,180,2705,3061,357,2.0319,4.4899,car
1,181,2707,3155,449,1.9931,4.4965,car
1,182,2725,3057,333,2.1229,4.9158,car
1,183,2742,3182,441,1.8501,3.6688,car
1,184,2763,3240,478,2.0548,4.6353,car
1,185,2765,3195,431,2.2671,5.4014,van
1,186,2799,3275,477,2.0799,5.0649,car
1,187,2801,3298,498,2.0029,4.0976,car
1,188,2802,3156,355,2.0521,4.9403,car
1,189,2812,3160,349,2.0906,4.9205,car
1,190,2832,3320,489,2.0898,4.6638,car
1,191,2847,3083,237,2.0435,4.6466,car
1,192,2852,3308,457,1.8962,3.7544,car
1,193,2861,3209,349,2.0251,4.7179,car
1,194,2886,3299,414,2.2260,5.0238,car
1,195,2889,3383,495,1.9878,3.8331,car
1,196,2906,3205,300,2.3730,5.3642,van
1,197,2908,3260,353,2.0526,4.9507,car
1,198,2926,3355,430,2.0517,4.6264,car
1,199,2934,3292,359,1.9452,3.7410,car
1,200,2935,3234,300,2.1029,5.1128,car
1,201,3011,3356,346,2.0595,4.6851,car
1,202,3018,3349,332,2.5097,5.7959,van
1,203,3022,3410,389,1.8560,4.0227,car
1,204,3026,3399,374,2.0099,4.3025,car
1,205,3098,3539,442,2.0374,4.4811,car
1,206,3113,3521,409,1.7846,4.0830,car
1,207,3124,3467,344,2.0475,4.8160,car
1,208,3146,3503,358,2.0338,4.2995,car
1,209,3155,3615,461,4.1797,19.4451,truck
1,210,3179,3563,385,2.0203,4.9353,car
1,211,3232,3658,427,1.9947,4.4203,car
1,212,3240,3595,356,2.0967,4.7587,car
1,213,3265,3667,403,2.2391,5.3116,van
1,214,3271,3579,309,2.1183,4.6285,car
1,215,3292,3650,359,2.0722,5.1592,car
1,216,3296,3609,314,1.9326,4.1691,car
1,217,3320,3687,368,2.4871,7.2607,van
1,218,3321,3710,390,2.0222,4.2104,car
1,219,3403,3776,374,2.0245,4.7554,car
1,220,3407,3761,355,2.0530,4.2086,car
1,221,3410,3729,320,2.0264,4.1580,car
1,222,3463,3817,355,2.0795,4.7944,car
1,223,3468,3815,348,2.1568,4.8822,car
1,224,3486,3965,480,2.0477,3.9235,car
1,225,3506,3864,359,2.0012,4.3761,car
1,226,3543,3854,312,2.1086,4.5035,car
1,227,3554,3921,368,1.8832,4.4552,car
1,228,3579,3942,364,2.0615,4.5391,car
1,229,3609,3969,361,1.8064,3.7315,car
1,230,3621,3984,364,2.4803,6.1109,van
1,231,3644,4017,374,2.0457,4.4574,car
1,232,3664,3928,265,2.0805,4.9282,car
1,233,3694,4007,314,2.1277,4.8668,car
1,234,3703,4089,387,2.0261,4.4898,car
1,235,3706,4012,307,2.0676,4.6143,car
1,236,3706,4060,355,2.0922,4.8878,car
1,237,3728,4114,387,2.2458,5.3903,car
1,238,3745,4106,362,2.1252,4.9495,car
1,239,3748,4161,414,2.0021,4.4381,car
1,240,3754,4086,333,2.2071,5.6002,car
1,241,3759,4183,425,1.9699,4.2063,car
1,242,3778,4085,308,1.9604,4.1092,car
1,243,3780,4123,344,2.0335,4.4711,car
1,244,3824,4236,413,2.0299,4.5416,car
1,245,3831,4213,383,1.9782,4.3645,car
1,246,3834,4161,328,2.0336,4.6186,car
1,247,3860,4264,405,2.0012,4.4592,car
1,248,3876,4187,312,2.0117,4.4802,car
1,249,3889,4228,340,2.1241,4.7576,car
1,250,3931,4292,362,2.1149,4.8156,car
1,251,3939,4329,391,2.3161,5.3580,car
1,252,3942,4333,392,1.7181,2.9016,car
1,253,3966,4362,397,2.0017,4.1564,car
1,254,3969,4304,336,2.0936,4.8953,car
1,255,3979,4300,322,2.1189,5.0172,car
1,256,3993,4317,325,2.1613,5.3843,car
1,257,4002,4398,397,2.0055,4.6622,car
1,258,4008,4320,313,2.0506,4.5474,car
1,259,4024,4359,336,2.1361,5.0650,car
1,260,4073,4419,347,2.0801,4.9081,car
1,261,4147,4597,451,2.0872,4.5398,car
1,262,4169,4471,303,2.0291,4.5322,car
1,263,4182,4620,439,2.0904,4.8392,car
1,264,4201,4655,455,2.0423,4.5192,car
1,265,4215,4507,293,2.2101,5.3727,van
1,266,4255,4672,418,3.4059,12.7724,truck
1,267,4260,4584,325,2.2762,5.0718,car
1,268,4293,4687,395,2.0285,4.6115,car
1,269,4301,4687,387,2.0937,4.5777,car
1,270,4305,4622,318,2.0175,4.5032,car
1,271,4313,4802,490,2.6950,6.2335,van
1,272,4321,4732,412,1.9430,4.0993,car
1,273,4343,4773,431,2.6442,10.4428,truck
1,274,4347,4661,315,2.0329,4.5032,car
1,275,4382,4825,444,3.6875,13.2035,truck
1,276,4386,4656,271,2.1323,4.5909,car
1,277,4396,4766,371,2.5048,6.2729,van
1,278,4408,4748,341,1.9988,4.0591,car
1,279,4429,4747,319,2.0447,4.5700,car
1,280,4430,4807,378,1.9989,4.7089,car
1,281,4445,4868,424,2.2687,5.7438,car
1,282,4462,4783,322,2.0343,4.7066,car
1,283,4468,4892,425,1.9943,4.3470,car
1,284,4490,4933,444,1.9682,4.0718,car
1,285,4516,4955,440,2.0446,4.9308,car
1,286,4542,4914,373,2.5066,5.3210,van
1,287,4544,4912,369,2.0326,4.5312,car
1,288,4544,4915,372,3.3364,17.9974,truck
1,289,4548,4904,357,2.0585,4.5903,car
1,290,4573,5005,433,2.0179,4.4791,car
1,291,4578,4931,354,2.0039,4.1600,car
1,292,4590,4970,381,1.9935,4.1331,car
1,293,4593,4944,352,2.0136,4.5083,car
1,294,4597,5016,420,1.9414,4.1319,car
1,295,4600,4948,349,2.0420,4.5909,car
1,296,4612,4995,384,2.0192,4.6012,car
1,297,4620,4988,369,3.2792,9.7125,truck
1,298,4621,4961,341,2.0471,4.9083,car
1,299,4623,5064,442,2.1185,4.6277,car
1,300,4634,5054,421,1.9840,4.1319,car
1,301,4647,4986,340,1.9473,3.9455,car
1,302,4665,5052,388,1.7958,3.9334,car
1,303,4667,5048,382,1.9969,4.7879,car
1,304,4668,4986,319,2.1354,4.9184,car
1,305,4711,5074,364,2.1084,4.8384,van
1,306,4716,5100,385,2.0751,4.9152,car
1,307,4747,5092,346,1.9054,4.3891,car
1,308,4777,5139,363,2.0747,4.8841,car
1,309,4798,5159,362,2.0772,4.9469,car
1,310,4804,5124,321,2.0101,4.4517,car
1,311,4809,5164,356,2.1290,5.0164,car
1,312,4838,5145,308,2.0132,4.5796,car
1,313,4866,5221,356,2.0407,4.4162,car
1,314,4872,5213,342,2.1104,4.6111,car
1,315,4872,5397,526,2.0539,4.4038,car
1,316,4898,5308,411,2.2733,5.4943,car
1,317,4903,5441,539,2.0792,4.7454,car
1,318,4931,5337,407,2.0052,4.5012,car
1,319,4932,5455,524,2.0920,5.0775,car
1,320,4965,5359,395,1.9384,3.8878,car
1,321,4966,5343,378,2.2057,5.4159,car
1,322,4974,5289,316,2.0392,4.4388,car
1,323,5004,5376,373,2.2379,5.4213,van
1,324,5022,5363,342,1.9366,4.0643,car
1,325,5025,5583,559,3.3842,9.8734,truck
1,326,5064,5516,453,1.9872,4.4039,car
1,327,5082,5482,401,2.0394,4.7766,car
1,328,5090,5530,441,2.0251,5.0591,car
1,329,5113,5465,353,2.4245,5.5924,van
1,330,5142,5524,383,1.9131,4.3718,car
1,331,5145,5498,354,2.5308,6.4959,van
1,332,5185,5598,414,1.9609,3.8479,car
1,333,5191,5574,384,2.0082,4.6006,car
1,334,5209,5622,414,2.0336,4.5782,car
1,335,5233,5599,367,2.0402,4.1553,car
1,336,5246,5660,415,2.0461,4.8473,car
1,337,5272,5627,356,1.9074,4.0708,car
1,338,5286,5691,406,2.0145,4.3831,car
1,339,5323,5625,303,2.5126,5.8285,car
1,340,5328,5689,362,1.8610,4.4240,car
1,341,5338,5697,360,1.9916,3.7561,car
1,342,5365,5681,317,2.1131,5.0591,car
1,343,5375,5729,355,2.0127,4.6103,car
1,344,5382,5772,391,2.0088,4.0151,car
1,345,5389,5845,457,1.8224,4.1995,car
1,346,5399,5766,368,1.8827,4.3038,car
1,347,5405,5716,312,1.8301,3.7586,car
1,348,5412,5742,331,2.0234,4.4602,car
1,349,5415,5721,307,2.0295,4.1975,car
1,350,5418,5863,446,1.9905,4.5094,car
1,351,5419,5790,372,2.0472,4.5098,car
1,352,5440,5827,388,2.0329,4.5310,car
1,353,5446,5806,361,2.0776,4.4501,car
1,354,5448,5812,365,1.9231,4.5188,car
1,355,5462,5761,300,2.0526,4.8151,car
1,356,5462,5894,433,1.9871,4.5215,car
1,357,5488,5836,349,2.0485,4.7008,car
1,358,5494,5925,432,2.4006,5.5721,van
1,359,5514,5861,348,2.0727,4.9104,car
1,360,5521,5897,377,2.0235,4.3753,car
1,361,5539,5865,327,1.9616,4.2876,car
1,362,5541,6001,461,4.1320,19.0452,truck
1,363,5551,5910,360,2.0405,4.5517,car
1,364,5563,5889,327,1.8938,4.2689,car
1,365,5563,5914,352,1.9791,4.4858,car
1,366,5576,5909,334,1.9885,4.0790,car
1,367,5586,5915,330,2.0705,5.1527,car
1,368,5610,5979,370,2.0145,4.2083,car
1,369,5633,6091,459,1.9812,4.2079,car
1,370,5638,6004,367,2.1419,5.0360,car
1,371,5662,6076,415,2.2105,4.6294,car
1,372,5667,6033,367,2.0940,5.0104,car
1,373,5668,6037,370,2.0426,4.5286,car
1,374,5692,6125,434,2.0772,5.0719,car
1,375,5702,6041,340,1.9628,4.0861,car
1,376,5708,6082,375,2.0522,4.4921,car
1,377,5732,6118,387,2.0016,4.4732,car
1,378,5735,6108,374,2.1204,4.7057,car
1,379,5768,6199,432,1.9316,4.1242,car
1,380,5813,6229,417,1.9768,4.3295,car
1,381,5822,6150,329,2.0617,4.9011,car
1,382,5868,6257,390,2.0246,4.2794,car
1,383,5873,6303,431,2.0288,4.0102,car
1,384,5893,6227,335,1.9608,4.3675,car
1,385,5896,6310,415,1.9925,3.9234,car
1,386,5909,6286,378,1.9538,4.5107,car
1,387,5911,6254,344,1.7791,3.0642,car
1,388,5970,6344,375,2.0301,4.6843,car
1,389,5971,6314,344,2.0405,4.9591,car
1,390,5979,6411,433,2.0637,4.1592,car
1,391,6056,6387,332,2.2073,5.2630,car
1,392,6073,6459,387,1.9263,4.3070,car
1,393,6111,6483,373,1.8612,3.8594,car
1,394,6119,6495,377,2.2245,5.0000,car
1,395,6153,6523,371,2.0363,4.5905,car
1,396,6211,6575,365,1.9571,4.1202,car
1,397,6348,6661,314,2.0368,5.1757,car
1,398,6383,6735,353,2.4810,6.3620,van
1,399,6399,6765,367,1.9994,3.7605,car
1,400,6405,6789,385,2.0347,4.3160,car
1,401,6410,6760,351,2.0640,4.8222,car
1,402,6440,6866,427,2.0491,4.7063,car
1,403,6450,6810,361,2.0439,4.7735,car
1,404,6486,6832,347,2.1051,4.6459,car
1,405,6516,6988,473,1.9810,4.4822,car
1,406,6517,6915,399,2.0061,4.5628,car
1,407,6546,6859,314,2.0925,4.9567,car
1,408,6553,7005,453,2.0158,4.7033,car
1,409,6564,6969,406,1.8425,4.0585,car
1,410,6575,6870,296,2.0040,4.4118,car
1,411,6577,6869,293,2.0083,4.4501,car
1,412,6585,7044,460,1.9149,3.8241,car
1,413,6603,6915,313,2.0335,4.5480,car
1,414,6634,7030,397,2.0487,4.9018,car
1,415,6637,6936,300,2.0123,4.4784,car
1,416,6649,6987,339,2.0200,4.7525,car
1,417,6699,7148,450,2.0196,4.2394,car
1,418,6741,7177,437,2.0254,4.7180,car
1,419,6742,7052,311,2.0306,4.4492,car
1,420,6765,7072,308,2.0034,4.9438,car
1,421,6775,7182,408,1.9799,4.3175,car
1,422,6780,7199,420,2.0614,4.6447,car
1,423,6797,7229,433,1.9926,4.5840,car
1,424,6822,7201,380,2.0927,4.8427,car
1,425,6844,7285,442,1.9918,4.0546,car
1,426,6848,7136,289,2.0729,4.9204,car
1,427,6872,7231,360,2.1360,5.0081,car
1,428,6897,7256,360,2.0441,4.6656,car
1,429,6901,7298,398,2.0274,4.6877,car
1,430,6933,7315,383,2.1481,4.8485,car
1,431,6955,7328,374,2.0621,4.8420,car
1,432,6965,7370,406,2.0312,3.9196,car
1,433,6972,7298,327,2.0350,4.4909,car
1,434,7001,7387,387,1.8005,3.1127,car
1,435,7024,7458,435,1.9908,4.4913,car
1,436,7025,7429,405,2.0464,4.5777,car
1,437,7029,7382,354,2.0334,4.4642,car
1,438,7061,7494,434,1.8182,4.0951,car
1,439,7069,7518,450,1.9407,4.5818,car
1,440,7082,7517,436,2.0138,4.9395,car
1,441,7091,7443,353,2.0334,4.7098,car
1,442,7107,7521,415,2.1336,5.0276,car
1,443,7113,7483,371,2.3803,5.3040,van
1,444,7123,7488,366,1.9551,4.1100,car
1,445,7125,7467,343,2.0055,4.4041,car
1,446,7141,7511,371,2.0315,4.5563,car
1,447,7167,7526,360,2.0643,4.6663,car
1,448,7208,7602,395,2.0785,4.9065,car
1,449,7215,7527,313,2.0969,4.9588,car
1,450,7218,7599,382,1.9572,4.3642,car
1,451,7231,7596,366,2.0813,4.5455,car
1,452,7237,7633,397,2.0058,4.6400,car
1,453,7250,7614,365,2.0400,4.8134,car
1,454,7266,7626,361,2.0240,4.9262,car
1,455,7266,7653,388,2.4863,6.2239,van
1,456,7278,7605,328,2.0066,4.3401,car
1,457,7305,7687,383,2.0367,4.9421,car
1,458,7311,7633,323,1.9989,4.3733,car
1,459,7356,7731,376,3.0703,7.5195,truck
1,460,7402,7791,390,2.0206,4.3674,car
1,461,7421,7761,341,2.0850,4.8846,car
1,462,7486,7890,405,1.9908,4.3636,car
1,463,7488,7893,406,2.0373,4.4993,car
1,464,7510,7826,317,2.0390,4.5088,car
1,465,7552,7872,321,2.0752,4.9346,car
1,466,7579,7973,395,1.9483,3.8358,car
1,467,7582,7985,404,2.0246,4.8301,car
1,468,7588,8071,484,2.1474,4.6070,car
1,469,7615,8008,394,2.0727,4.9423,car
1,470,7618,8016,399,2.0248,4.4761,car
1,471,7649,8120,472,3.1364,7.6004,truck
1,472,7654,7981,328,2.4833,6.0825,van
1,473,7661,7999,339,2.4125,5.3176,van
1,474,7710,8079,370,2.0511,4.7615,car
1,475,7745,8083,339,2.0799,4.6332,car
1,476,7785,8129,345,1.9659,4.0517,car
1,477,7788,8130,343,1.9776,4.3583,car
1,478,7796,8167,372,2.1010,4.9153,car
1,479,7805,8199,395,1.9633,4.5555,car
1,480,7823,8192,370,1.9772,4.3672,car
1,481,7834,8169,336,2.0935,4.8522,car
1,482,7849,8215,367,2.4796,5.6120,car
1,483,7857,8202,346,2.0499,4.5484,car
1,484,7874,8236,363,2.4729,5.6398,car
1,485,7890,8233,344,1.8711,3.7492,car
1,486,7893,8250,358,2.5010,5.6514,car
1,487,7929,8362,434,1.9183,4.2656,car
1,488,7932,8286,355,2.0681,4.9004,car
1,489,7935,8413,479,2.1163,4.9504,car
1,490,7937,8316,380,1.8025,3.8449,car
1,491,7957,8287,331,2.0627,4.8694,car
1,492,7963,8325,363,1.9961,4.9360,car
1,493,7969,8315,347,1.9877,4.7347,car
1,494,7994,8448,455,2.0942,5.0855,car
1,495,8002,8390,389,1.9810,3.4020,car
1,496,8002,8389,388,2.5054,5.7151,van
1,497,8027,8431,405,2.0045,4.9230,car
1,498,8047,8381,335,2.2864,5.1675,car
1,499,8048,8402,355,1.9428,3.9679,car
1,500,8050,8414,365,1.9856,4.4896,car
1,501,8066,8412,347,2.1423,5.0158,car
1,502,8074,8462,389,1.9028,4.3985,car
1,503,8078,8420,343,2.0221,4.5128,car
1,504,8086,8474,389,1.8961,4.3669,car
1,505,8104,8446,343,2.0546,5.1092,car
1,506,8117,8472,356,2.0664,4.1223,car
1,507,8191,8524,334,1.9319,3.8774,car
1,508,8228,8657,430,3.5433,10.3871,truck
1,509,8230,8572,343,2.5374,7.4364,van
1,510,8247,8598,352,2.0750,5.0436,car
1,511,8256,8589,334,2.0519,4.5388,car
1,512,8260,8700,441,2.0572,4.7403,car
1,513,8322,8770,449,2.4417,6.2171,van
1,514,8323,8841,519,2.1679,4.6776,car
1,515,8329,8723,395,2.0176,4.5310,car
1,516,8333,8767,435,2.0034,4.3134,car
1,517,8340,8794,455,1.7473,3.7038,car
1,518,8345,8678,334,2.0200,4.6410,car
1,519,8348,8859,512,2.1063,4.7222,car
1,520,8383,8679,297,2.0487,4.6761,car
1,521,8394,8804,411,2.0966,4.8688,car
1,522,8396,8709,314,1.9895,4.2353,car
1,523,8399,8724,326,2.0100,4.4026,car
1,524,8421,8810,390,2.3637,5.0704,car
1,525,8459,8883,425,2.0667,5.2012,car
1,526,8498,8828,331,2.4043,5.2088,van
1,527,8510,8921,412,1.9802,4.1322,car
1,528,8565,8967,403,1.8412,4.0761,car
1,529,8597,8896,300,1.9512,4.3582,car
1,530,8609,8946,338,2.1017,5.1596,car
1,531,8617,9127,511,3.6875,10.5365,truck
1,532,8638,9042,405,2.0267,4.4418,car
1,533,8638,9082,445,2.1180,5.0938,car
1,534,8654,9031,378,2.5552,7.3600,car
1,535,8682,9058,377,2.0317,4.4967,car
1,536,8709,9094,386,1.9494,4.1858,car
1,537,8719,9343,625,2.1005,4.7369,car
1,538,8732,9130,399,1.9766,3.9044,car
1,539,8757,9136,380,1.9458,4.0119,car
1,540,8776,9146,371,2.0285,4.8201,car
1,541,8809,9184,376,2.0262,4.3459,car
1,542,8810,9171,362,2.0555,4.9262,car
1,543,8855,9183,329,1.9721,4.0937,car
1,544,8860,9302,443,3.3735,10.0067,truck
1,545,8866,9220,355,1.7717,4.0561,car
1,546,8871,9199,329,2.1726,5.2558,car
1,547,8890,9255,366,2.0394,4.5319,car
1,548,8890,9277,388,2.0122,4.1359,car
1,549,8916,9364,449,2.1084,4.5358,car
1,550,8919,9273,355,1.9292,4.0964,car
1,551,8925,9318,394,2.0210,4.6525,car
1,552,8952,9389,438,2.0883,4.6011,car
1,553,8962,9365,404,2.2510,5.2994,car
1,554,8991,9389,399,1.9756,4.0421,car
1,555,9000,9384,385,2.5110,5.7581,van
1,556,9010,9344,335,2.0035,4.6864,car
1,557,9023,9411,389,2.0489,4.2604,car
1,558,9025,9409,385,2.2944,5.4150,car
1,559,9073,9430,358,2.0278,4.5497,car
1,560,9079,9455,377,2.0399,4.8481,car
1,561,9092,9397,306,2.0615,4.8043,car
1,562,9119,9530,412,2.0665,4.6022,car
1,563,9124,9496,373,2.0653,4.5598,car
1,564,9158,9527,370,2.0401,4.3950,car
1,565,9162,9537,376,1.8784,4.4583,car
1,566,9192,9495,304,2.1032,5.0293,car
1,567,9208,9545,338,1.8100,4.0613,car
1,568,9209,9613,405,2.0431,4.3601,car
1,569,9222,9646,425,1.9923,4.4892,car
1,570,9238,9548,311,2.0066,4.1189,car
1,571,9251,9627,377,1.9617,4.1038,car
1,572,9263,9671,409,1.8868,3.9916,car
1,573,9266,9618,353,2.0715,4.9507,car
1,574,9271,9670,400,2.0317,4.6959,car
1,575,9290,9662,373,2.3845,5.2741,van
1,576,9294,9620,327,2.0955,4.9180,car
1,577,9296,9659,364,2.3358,5.3768,van
1,578,9324,9703,380,2.0328,4.7195,car
1,579,9342,9695,354,2.3871,5.7568,van
1,580,9351,9731,381,1.8486,4.0478,car
1,581,9357,9688,332,2.0931,5.3278,car
1,582,9386,9760,375,2.0887,4.8929,van
1,583,9389,9726,338,2.0156,4.3796,car
1,584,9417,9777,361,1.9601,4.1092,car
